Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,Booster_Daily,Booster_Cumulative,Booster_7_Day_Rolling_Average
11/14/2021,46,AZ,3557,9209841,23759,1781,4648840,8001,Admin,3557,23759,454,3930098,3182,1387,582208,12386
11/14/2021,46,MS,350,3093458,8938,126,1567231,2003,Report,350,8938,118,1380873,1612,229,192143,5441
11/14/2021,46,SC,1761,5986065,14517,649,3052880,4796,Admin,1761,14518,373,2615885,2087,761,438768,7720
11/14/2021,46,PR,16368,5205926,17003,5502,2650070,4443,Report,16368,17003,1532,2369005,1615,9344,288921,10919
11/14/2021,46,AR,14891,3397917,10608,4602,1772604,3054,Report,14891,10608,1665,1470603,1496,7631,241182,5987
11/14/2021,46,WA,13285,10923808,33387,8112,5400765,10432,Admin,13285,33387,639,4903331,3018,4547,893533,20273
11/14/2021,46,MT,581,1258028,4664,298,623277,1044,Report,581,4664,97,547077,514,233,121257,3162
11/14/2021,46,NV,16697,3802545,11991,4782,2017845,3899,Report,16697,11991,1778,1656332,1738,6674,221916,5983
11/14/2021,46,VT,0,1059798,4023,0,522290,1208,Admin,0,4023,0,450235,216,0,121634,2591
11/14/2021,46,IA,550,4004479,14059,222,1938026,3916,Admin,550,14059,74,1773343,855,273,406589,9353
11/14/2021,46,TX,27281,35876772,66876,7913,18591370,16528,Admin,27281,66877,4651,15687542,10057,14486,2226020,39927
11/14/2021,46,NE,695,2474935,7071,317,1204508,2263,Admin,695,7071,58,1100129,489,330,216297,4371
11/14/2021,46,NH,2427,2033671,5520,2197,1120902,4517,Admin,2427,5521,194,866627,437,83,39373,779
11/14/2021,46,MS,542,3116965,6241,184,1574144,1493,Admin,542,6242,101,1386034,891,253,202345,3918
11/14/2021,46,MI,79350,12106761,47272,16295,5847209,11949,Report,79350,47272,5160,5399540,3984,35167,1091972,28558
11/14/2021,46,GU,29,263453,129,1,132945,27,Admin,29,129,4,122308,16,24,14967,87
11/14/2021,46,RI,825,1659323,5236,300,830677,1911,Admin,825,5236,106,760572,408,462,137642,3078
11/14/2021,46,US,271379,443281184,1165403,118511,227663683,399545,Admin,271379,1165403,29023,193952113,124613,126318,30598292,651758
11/14/2021,46,MP,524,77649,429,308,38151,211,Report,524,429,19,35175,22,203,5228,200
11/14/2021,46,MH,997,44518,153,137,24616,20,Report,997,153,678,21512,106,151,374,21
11/14/2021,46,VT,6658,1050512,5253,2175,519621,1319,Report,6658,5253,404,449516,341,4044,115664,3536
11/14/2021,46,MA,101674,11004393,43431,36436,5687287,15475,Report,101674,43431,7144,4851956,3603,50996,774498,23677
11/14/2021,46,UT,314,3848188,9749,134,2010552,1904,Report,314,9749,43,1747388,1853,199,213103,6074
11/14/2021,46,MH,0,44518,58,0,24616,11,Admin,0,58,0,21512,29,0,375,19
11/14/2021,46,CO,37152,8129417,27222,10261,3997301,7226,Report,37152,27222,3383,3592795,2798,23078,707656,17178
11/14/2021,46,WY,2,609472,1723,2,306955,544,Admin,2,1723,0,260286,216,5,55437,987
11/14/2021,46,AR,972,3406266,7712,413,1775740,2291,Admin,972,7712,163,1471685,912,412,245434,4582
11/14/2021,46,LA,1062,5053734,10705,356,2571914,2630,Admin,1062,10706,203,2246768,1557,518,348053,6643
11/14/2021,46,DE,0,1349854,119,0,697904,32,Admin,0,120,0,589384,37,0,88828,152
11/14/2021,46,WA,341,10771785,31311,95,5347531,6628,Report,341,31311,147,4889582,3776,428,808124,21169
11/14/2021,46,SC,25348,5961926,17458,6403,3043984,5320,Report,25348,17458,2927,2611989,2575,10170,427101,8830
11/14/2021,46,DC,3485,1118279,3043,1642,594089,1281,Report,3485,3043,341,447963,409,1432,54627,1408
11/14/2021,46,GA,716,11798331,12914,185,6074441,3380,Report,716,12914,316,5181233,2849,681,617970,7139
11/14/2021,46,MA,9886,11071311,37668,6307,5717279,15053,Admin,9886,37669,652,4857094,2840,3144,807181,20038
11/14/2021,46,AL,35698,5046821,12277,9175,2662118,3130,Report,35698,12277,7123,2228585,2494,19451,316722,6813
11/14/2021,46,WI,76,7815850,26135,63,3760647,7437,Admin,76,26135,13,3434260,1722,49,745672,17210
11/14/2021,46,IN,2762,7527833,15152,883,3702035,4618,Admin,2762,15152,284,3385467,1327,1635,563150,9421
11/14/2021,46,FL,6809,29842404,67169,2427,15292978,19826,Admin,6809,67169,1196,13016453,8408,3294,2017483,39058
11/14/2021,46,PR,361,5220846,7409,163,2655488,3049,Admin,361,7409,17,2369831,369,181,297640,4012
11/14/2021,46,MN,91911,7763783,33854,19845,3771262,7629,Report,91911,33854,5237,3487851,2294,52198,772889,21887
11/14/2021,46,US,1525152,440559613,1375998,450427,226607653,425426,Report,1525152,1375998,169364,195120470,183983,767341,29338966,750694
11/14/2021,46,WV,520,1685766,5143,489,948443,4607,Admin,520,5143,38,743022,324,28,52762,437
11/14/2021,46,MN,1661,7798609,27479,328,3780465,7047,Admin,1661,27479,132,3490066,1681,1230,796731,18942
11/14/2021,46,AL,1387,5061882,10659,479,2668054,2877,Admin,1387,10660,247,2231218,1766,673,323563,6141
11/14/2021,46,MO,18293,7124298,26723,8003,3616154,8455,Report,18293,26723,1922,3095122,3093,8743,522853,13715
11/14/2021,46,VA,39825,12406009,48804,15275,6251670,16792,Report,39825,48804,3843,5463290,5718,20618,926849,25946
11/14/2021,46,HI,226,2029674,3355,165,1122780,1444,Report,226,3355,62,854645,495,54,99463,1553
11/14/2021,46,CO,9352,8208354,27282,4810,4023400,8231,Admin,9352,27282,665,3598451,2309,3852,747001,16936
11/14/2021,46,KY,38942,5172576,20286,6598,2603175,4961,Report,38942,20286,4908,2299467,2486,17165,425518,11457
11/14/2021,46,IL,6229,17142746,42926,1583,8421011,8535,Admin,6229,42926,667,7791464,3900,4236,1385383,31108
11/14/2021,46,NH,4205,2001533,4987,3666,1103393,4398,Report,4205,4987,469,863902,438,528,26937,426
11/14/2021,46,CA,3024,56602021,167717,1211,30135764,59634,Report,3024,167717,724,24574846,23745,2198,3485126,86300
11/14/2021,46,WI,60524,7788779,33652,12083,3749780,7751,Report,60524,33652,3353,3432542,2460,26378,730827,20075
11/14/2021,46,NV,3321,3820933,10002,1427,2025128,3517,Admin,3321,10002,429,1658975,1403,1447,230483,5174
11/14/2021,46,CT,4385,5727467,18312,2852,2910528,6983,Admin,4385,18312,314,2547144,1223,1319,445323,10285
11/14/2021,46,NC,10928,13033522,36050,7831,7157336,21256,Admin,10928,36051,982,5619019,3548,2076,597034,11563
11/14/2021,46,RP,0,33275,100,0,17890,1,Admin,0,100,0,15710,2,0,2094,97
11/14/2021,46,LA,15648,5042319,12510,3902,2568082,2862,Report,15648,12510,2223,2244929,2087,9668,342239,7725
11/14/2021,46,CT,28017,5693015,20619,8894,2894079,6804,Report,28017,20619,1686,2544988,1626,13997,429188,11857
11/14/2021,46,TN,1952,7867122,18773,682,3894486,5200,Admin,1952,18774,287,3342395,2248,1008,618876,11345
11/14/2021,46,ND,162,853244,2759,44,437543,891,Report,162,2759,54,367054,273,151,73077,1568
11/14/2021,46,GU,0,262928,509,0,132814,57,Report,0,509,0,122231,54,0,14642,397
11/14/2021,46,MD,8555,8972091,24065,1574,4434646,3865,Admin,8555,24065,987,4034442,2534,5834,730885,17650
11/14/2021,46,KS,1182,3536460,10342,515,1831500,3794,Admin,1182,10342,156,1572945,1053,525,262524,5679
11/14/2021,46,MT,468,1272745,4058,107,627245,1107,Admin,468,4058,51,548910,405,323,128910,2608
11/14/2021,46,IA,297,3953560,16413,56,1926237,4012,Report,297,16413,105,1770515,1235,454,380648,11147
11/14/2021,46,NE,225,2451913,8995,52,1197430,2420,Report,225,8995,47,1098771,799,189,204303,5769
11/14/2021,46,KS,22384,3521083,13461,5974,1825064,4269,Report,22384,13461,1624,1571295,1435,8878,255125,7087
11/14/2021,46,SD,727,1087380,3879,359,563123,1245,Report,727,3879,98,474927,503,365,86669,2256
11/14/2021,46,FM,0,78291,71,0,46846,17,Admin,0,72,0,41547,17,0,678,39
11/14/2021,46,HI,390,2036810,3236,125,1126580,1530,Admin,390,3237,70,855458,426,223,102245,1392
11/14/2021,46,PA,12052,18712580,54553,10116,10566018,32078,Admin,12052,54554,687,7903231,5137,1544,854116,18258
11/14/2021,46,OR,6382,5942143,16469,2541,2955166,5305,Admin,6382,16469,261,2678326,1054,3583,496999,10207
11/14/2021,46,MP,0,77706,375,0,38204,194,Admin,0,376,0,35176,19,0,5230,165
11/14/2021,46,RI,6862,1649616,6144,2270,826728,2005,Report,6862,6144,636,759530,546,4003,132118,3681
11/14/2021,46,IL,190448,17062719,62079,43205,8401560,13991,Report,190448,62079,24382,7781431,8870,120689,1333868,39429
11/14/2021,46,FM,0,78291,135,0,46846,45,Report,0,135,1,41551,44,1,678,52
11/14/2021,46,OH,10542,13775876,42757,3937,6749808,11634,Admin,10542,42758,796,6139688,3742,5800,1192875,27641
11/14/2021,46,ME,1332,2119421,8270,691,1065465,2672,Admin,1332,8270,125,962283,621,558,199177,5104
11/14/2021,46,PA,78337,18595506,69219,42350,10491252,37666,Report,78337,69219,13333,7890535,10213,23682,823483,22383
11/14/2021,46,AS,0,66788,81,0,35210,13,Report,0,81,0,31214,17,0,776,51
11/14/2021,46,OH,1047,13642066,41592,294,6711790,9684,Report,1047,41592,1112,6127121,4382,1254,1109554,27506
11/14/2021,46,UT,0,3848254,179,0,2010556,61,Admin,0,179,0,1747418,32,0,213196,142
11/14/2021,46,MD,24342,8948051,27326,4148,4430431,4490,Report,24342,27326,2799,4031495,3184,17408,714094,19163
11/14/2021,46,OR,31370,5914100,19492,7019,2943820,5175,Report,31370,19492,1812,2676664,1508,14134,481601,11667
11/14/2021,46,AZ,34408,9166286,27774,12752,4632798,8284,Report,34408,27774,5413,3924521,4322,15859,560833,14596
11/14/2021,46,WV,358,1597959,476,138,866592,151,Report,358,476,318,737766,180,328,50845,411
11/14/2021,46,AK,0,920191,2196,0,450312,769,Admin,0,2196,0,391354,213,0,85050,1261
11/14/2021,46,RP,0,33275,101,0,17890,1,Report,0,101,0,15748,3,0,2100,97
11/14/2021,46,NC,44938,12952748,40005,22681,7098622,22522,Report,44938,40005,4522,5609199,4291,18122,582142,13632
11/14/2021,46,FL,130915,29710734,93895,31216,15250362,25604,Report,130915,93895,16923,13000113,13674,63691,1944904,51137
11/14/2021,46,OK,21987,4691113,14391,5623,2444528,5201,Report,21987,14391,2146,2012852,2137,7992,311426,6321
11/14/2021,46,VI,17,112583,202,2,58514,57,Admin,17,202,0,49965,39,16,4633,111
11/14/2021,46,AS,0,66939,73,0,35227,8,Admin,0,73,0,31267,16,0,849,49
11/14/2021,46,KY,2875,5194326,15397,1302,2611094,4557,Admin,2875,15397,232,2301588,1440,1361,437560,9495
11/14/2021,46,AK,5095,917452,3751,2069,449334,1132,Report,5095,3751,1261,391118,518,1868,83432,2181
11/14/2021,46,ID,8281,1807844,5260,1331,886454,908,Report,8281,5260,1154,797145,806,5867,164682,3655
11/14/2021,46,TN,642,7809873,30011,208,3876764,6517,Report,642,30011,171,3335403,8406,583,587264,13682
11/14/2021,46,MO,2022,7135761,18277,876,3620888,6191,Admin,2022,18277,228,3096341,1847,962,528757,10369
11/14/2021,46,ID,657,1813117,4052,116,887490,677,Admin,657,4052,121,798120,577,444,168176,2896
11/14/2021,46,NY,30030,28656501,64272,13126,14805244,23194,Admin,30030,64272,3863,13165793,9605,13576,1285431,33041
11/14/2021,46,TX,67042,35784382,86983,18122,18566320,21392,Report,67042,86983,10085,15672343,15258,36730,2174417,47838
11/14/2021,46,NY,101574,28555661,73075,35478,14765770,24161,Report,101574,73075,12214,13153165,12114,45578,1235123,36843
11/14/2021,46,DE,96,1349702,3620,40,697882,929,Report,96,3620,65,589332,490,126,88609,2238
11/14/2021,46,SD,352,1095612,3162,198,567561,1118,Admin,352,3163,55,475747,338,101,89786,1807
11/14/2021,46,GA,3347,11937968,18938,1240,6118376,6092,Admin,3347,18938,577,5202624,2972,1616,689602,10116
11/14/2021,46,MI,6354,12167878,38387,2124,5866328,11302,Admin,6354,38388,549,5404425,2907,3815,1130378,24888
11/14/2021,46,ME,892,2093954,9641,743,1058079,2566,Report,892,9641,169,960377,868,155,186211,6290
11/14/2021,46,ND,29,859725,3127,16,439686,1053,Admin,29,3127,3,367615,292,12,76711,1753
11/14/2021,46,VA,6250,12513753,40944,2905,6290263,15427,Admin,6250,40944,706,5473013,3984,2726,976712,21654
11/14/2021,46,OK,2587,4706212,11614,1443,2451727,4769,Admin,2587,11614,316,2014865,1578,855,317425,5385
11/14/2021,46,WY,274,603401,2215,199,304968,526,Report,274,2215,56,259223,354,67,52656,1370
11/13/2021,45,KY,10307,5191451,15679,4213,2609792,4635,Admin,10307,15680,902,2301356,1501,5219,436199,9645
11/13/2021,45,UT,38,3847874,9739,25,2010418,1901,Report,38,9739,38,1747345,1855,80,212904,6073
11/13/2021,45,VA,36580,12507503,42942,17804,6287358,16315,Admin,36580,42942,2810,5472307,4218,15922,973986,22530
11/13/2021,45,AZ,19809,9206284,24734,8439,4647059,8200,Admin,19809,24735,2173,3929644,3365,9099,580821,12899
11/13/2021,45,MA,240,10902719,36718,196,5650851,12372,Report,240,36718,220,4844812,3283,542,723502,21427
11/13/2021,45,US,1682461,439034461,1370279,551029,226157226,416015,Report,1682461,1370279,203267,194951106,189025,911110,28571625,770918
11/13/2021,45,WA,33049,10910523,33544,16057,5392653,10041,Admin,33049,33544,2078,4902692,3156,15055,888986,20680
11/13/2021,45,LA,14815,5026671,12738,3274,2564180,2741,Report,14815,12738,2139,2242706,2168,9614,332571,7988
11/13/2021,45,CO,28042,8199002,27318,11696,4018590,8089,Admin,28042,27318,1557,3597786,2352,14775,743149,17081
11/13/2021,45,IL,1,16872271,46305,0,8358355,10159,Report,1,46305,822,7757049,6928,954,1213179,29720
11/13/2021,45,NJ,30256,12934800,37680,13346,6649303,13674,Admin,30256,37681,2625,5965253,3444,14708,896745,21149
11/13/2021,45,RP,422,33275,135,6,17890,1,Report,422,135,21,15748,3,395,2100,130
11/13/2021,45,IA,37882,3953263,16432,9962,1926181,4020,Report,37882,16432,2462,1770410,1231,25205,380194,11154
11/13/2021,45,NV,10816,3785848,11890,3777,2013063,3815,Report,10816,11890,1457,1654554,1868,5689,215242,6345
11/13/2021,45,NM,11216,2959491,10894,3232,1494858,3136,Report,11216,10894,1252,1317122,1148,7251,254586,6899
11/13/2021,45,ND,4256,853082,3516,1494,437499,1071,Report,4256,3516,330,367000,345,2332,72926,2057
11/13/2021,45,NH,4122,2031244,5638,3568,1118705,4604,Admin,4122,5639,253,866433,453,419,39290,804
11/13/2021,45,FM,0,78291,75,0,46846,18,Admin,0,75,0,41547,17,0,678,41
11/13/2021,45,ID,6688,1799563,5390,1004,885123,933,Report,6688,5390,926,795991,845,4843,158815,3719
11/13/2021,45,CT,21295,5664998,20221,7398,2885185,6375,Report,21295,20221,1418,2543302,1681,12767,415191,12325
11/13/2021,45,WV,161,1597601,481,79,866454,156,Report,161,481,124,737448,154,254,50517,418
11/13/2021,45,ND,935,859696,3137,589,439670,1055,Admin,935,3138,41,367612,296,291,76699,1760
11/13/2021,45,MN,15977,7796948,28324,5883,3780137,7239,Admin,15977,28325,846,3489934,1753,9335,795501,19520
11/13/2021,45,MS,28074,3093108,8938,6935,1567105,2001,Report,28074,8938,4123,1380755,1616,16924,191914,5441
11/13/2021,45,AS,200,66788,81,13,35210,13,Report,200,81,32,31214,17,155,776,51
11/13/2021,45,KS,27237,3498699,12841,9339,1819090,4103,Report,27237,12841,2827,1569671,1520,15244,246247,7431
11/13/2021,45,NH,5540,1997328,4695,4977,1099727,4127,Report,5540,4695,487,863433,407,315,26409,417
11/13/2021,45,OH,42173,13641019,50424,10592,6711496,10994,Report,42173,50424,4107,6126009,5137,27493,1108300,34035
11/13/2021,45,RP,0,33275,100,0,17890,1,Admin,0,100,0,15710,2,0,2094,97
11/13/2021,45,GA,17,11797615,12906,12,6074256,3382,Report,17,12906,288,5180917,2858,318,617289,7130
11/13/2021,45,MA,30111,11061425,38985,14756,5710972,15389,Admin,30111,38986,2065,4856442,2967,13561,804037,20890
11/13/2021,45,GA,18135,11934621,18863,8289,6117136,6084,Admin,18135,18863,2467,5202047,2994,7413,687986,10043
11/13/2021,45,PA,43934,18700528,56001,30923,10555902,32875,Admin,43934,56001,3649,7902544,5397,10093,852572,18692
11/13/2021,45,CT,17745,5723082,18765,9603,2907676,7025,Admin,17745,18765,905,2546830,1293,7332,444004,10638
11/13/2021,45,CA,212868,56598997,200278,83966,30134553,69004,Report,212868,200278,24809,24574122,28558,106431,3482928,104918
11/13/2021,45,UT,0,3848254,195,0,2010556,62,Admin,0,195,0,1747418,50,0,213196,145
11/13/2021,45,HI,3930,2029448,3888,1577,1122615,1692,Report,3930,3888,592,854583,581,1906,99409,1774
11/13/2021,45,OH,31912,13765334,43576,13138,6745871,11659,Admin,31912,43577,2795,6138892,3898,16170,1187075,28290
11/13/2021,45,DC,3342,1114794,3145,1288,592447,1283,Report,3342,3145,444,447622,439,1672,53195,1496
11/13/2021,45,IA,7746,4003929,14552,3482,1937804,4094,Admin,7746,14552,443,1773269,907,3857,406316,9621
11/13/2021,45,CO,32524,8092265,28217,7816,3987040,6986,Report,32524,28217,3207,3589412,2996,21578,684578,18307
11/13/2021,45,MO,68883,7106005,28400,20935,3608151,8278,Report,68883,28400,7340,3093200,3378,29372,514110,15269
11/13/2021,45,GU,35,263424,129,0,132944,28,Admin,35,130,2,122304,17,34,14943,86
11/13/2021,45,WV,3072,1685246,5261,2797,947954,4721,Admin,3072,5261,203,742984,331,195,52734,438
11/13/2021,45,WA,40426,10771444,31316,10051,5347436,6628,Report,40426,31316,4554,4889435,3790,26125,807696,21196
11/13/2021,45,SC,37751,5936578,17109,11793,3037581,5262,Report,37751,17109,5119,2609062,2736,20853,416931,9201
11/13/2021,45,MN,135,7671872,26384,36,3751417,5939,Report,135,26384,188,3482614,1982,597,720691,18502
11/13/2021,45,TX,50579,35849491,67303,14458,18583457,16473,Admin,50579,67303,7974,15682891,10321,27774,2211534,40174
11/13/2021,45,MS,2900,3116423,6393,985,1573960,1532,Admin,2900,6393,474,1385933,943,1466,202092,3984
11/13/2021,45,AL,6616,5060495,10964,2663,2667575,2945,Admin,6616,10965,1064,2230971,1852,2926,322890,6289
11/13/2021,45,OK,14007,4669126,13644,5516,2438905,4956,Report,14007,13644,1770,2010706,2261,6908,303434,6617
11/13/2021,45,AR,10742,3383026,10347,2830,1768002,2813,Report,10742,10347,1422,1468938,1540,6617,233551,6067
11/13/2021,45,KY,18306,5133634,18487,5795,2596577,4684,Report,18306,18487,2068,2294559,2252,10418,408353,11642
11/13/2021,45,IL,32422,17136517,44775,7695,8419428,8892,Admin,32422,44775,3172,7790797,4133,22225,1381147,32371
11/13/2021,45,HI,2963,2036420,3294,1750,1126455,1557,Admin,2963,3294,273,855388,431,1026,102022,1421
11/13/2021,45,FL,58813,29835595,72468,19545,15290551,21908,Admin,58813,72469,7265,13015257,9126,31933,2014189,41584
11/13/2021,45,MH,15,44518,58,3,24616,11,Admin,15,58,7,21512,29,8,375,19
11/13/2021,45,SC,9896,5984304,15108,4039,3052231,5055,Admin,9896,15108,1543,2615512,2173,4341,438007,7964
11/13/2021,45,NE,5712,2474240,7338,2877,1204191,2340,Admin,5712,7339,242,1100071,522,2611,215967,4529
11/13/2021,45,GU,1257,262928,512,91,132814,59,Report,1257,512,104,122231,56,1050,14642,397
11/13/2021,45,DE,219,1349606,3625,28,697842,931,Report,219,3625,82,589267,493,313,88483,2239
11/13/2021,45,OR,14257,5935761,16260,7337,2952625,5148,Admin,14257,16261,636,2678065,1072,6362,493416,10144
11/13/2021,45,OK,7804,4703625,11920,4412,2450284,4944,Admin,7804,11920,851,2014549,1641,2585,316570,5453
11/13/2021,45,AS,0,66939,73,0,35227,8,Admin,0,73,0,31267,16,0,849,49
11/13/2021,45,VI,29,112566,202,29,58512,58,Admin,29,203,0,49965,40,0,4617,110
11/13/2021,45,TN,22416,7809231,30070,6227,3876556,6547,Report,22416,30070,3043,3335232,8416,12487,586681,13699
11/13/2021,45,WI,39538,7728255,30896,8834,3737697,6931,Report,39538,30896,2517,3429189,2486,22730,704449,20787
11/13/2021,45,NC,24358,13022594,36934,16810,7149505,21933,Admin,24358,36934,1902,5618037,3699,5878,594958,11653
11/13/2021,45,MT,1593,1272277,4106,679,627138,1113,Admin,1593,4106,135,548859,416,786,128587,2639
11/13/2021,45,FL,105911,29579819,87324,28255,15219146,23564,Report,105911,87324,14683,12983190,13051,61739,1881213,49763
11/13/2021,45,MT,10560,1257447,4672,2629,622979,1060,Report,10560,4672,1044,546980,514,6942,121024,3155
11/13/2021,45,PA,125729,18517169,70493,71033,10448902,38340,Report,125729,70493,12478,7877202,9902,43472,799801,23346
11/13/2021,45,NM,8765,2987180,9889,4522,1505480,3309,Admin,8765,9889,418,1319170,834,3918,269814,6006
11/13/2021,45,AK,1293,920191,2294,640,450312,797,Admin,1293,2295,71,391354,227,604,85050,1322
11/13/2021,45,MP,526,77706,375,309,38204,194,Admin,526,376,19,35176,19,203,5230,165
11/13/2021,45,WY,4420,603127,2197,1272,304769,512,Report,4420,2197,577,259167,353,2561,52589,1369
11/13/2021,45,MO,13650,7133739,18921,6760,3620012,6464,Admin,13650,18922,1155,3096113,1944,5756,527795,10646
11/13/2021,45,OR,22671,5882730,18783,8194,2936801,4700,Report,22671,18783,1659,2674852,1608,12959,467467,12508
11/13/2021,45,NY,63095,28626471,64013,28049,14792118,22907,Admin,63095,64013,7305,13161930,9805,28740,1271855,32953
11/13/2021,45,RI,4502,1658498,5511,1947,830377,2016,Admin,4502,5512,349,760466,422,2433,137180,3227
11/13/2021,45,MH,0,43521,142,0,24479,57,Report,0,142,0,20834,77,0,223,16
11/13/2021,45,WY,982,609470,1766,632,306953,557,Admin,982,1766,66,260286,233,287,55432,1002
11/13/2021,45,AL,10881,5011123,9606,3080,2652943,2360,Report,10881,9606,1905,2221462,1919,6215,297271,5489
11/13/2021,45,RI,5614,1642754,6302,1836,824458,1914,Report,5614,6302,348,758894,550,3364,128115,3913
11/13/2021,45,FM,0,78291,135,0,46846,45,Report,0,135,0,41550,44,0,677,52
11/13/2021,45,VI,569,112491,246,141,58472,66,Report,569,246,123,49945,63,309,4592,123
11/13/2021,45,CA,134898,57090228,180092,55489,30309813,65360,Admin,134898,180092,14992,24634362,22548,65504,3714250,93991
11/13/2021,45,AR,3821,3405294,7815,1701,1775327,2332,Admin,3821,7816,473,1471522,935,1720,245022,4622
11/13/2021,45,VT,6560,1043854,5048,2155,517446,1096,Report,6560,5048,384,449112,339,3916,111620,3552
11/13/2021,45,NJ,54845,12850855,43444,16297,6618414,14062,Report,54845,43444,4899,5955115,4620,27240,857200,24389
11/13/2021,45,PR,15539,5189558,14719,4555,2644568,3675,Report,15539,14719,1294,2367473,1402,9749,279577,9627
